"","ID","BIOCHEMICAL","CHEMICAL.ID","COMP.ID","PLATFORM","RI","MASS","CAS","KEGG","HMDB","PUBCHEM","CHEMSPIDER","PATHWAY.SORTORDER","SUPER.PATHWAY","SUB.PATHWAY"
"M.36103","M.36103","p-cresol sulfate",100001315,36103,"LC/MS Neg",2890,187.0071,"3233-57-7",NA,"HMDB11635","4615423",3806480,495,"Xenobiotics","Benzoate Metabolism"
"M.36845","M.36845","o-cresol sulfate",100001806,36845,"LC/MS Neg",2796,187.0071,NA,NA,NA,"11615528",9790277,496,"Xenobiotics","Benzoate Metabolism"
"M.47887","M.47887","3-(3-hydroxyphenyl)propionate sulfate",100005391,47887,"LC/MS Neg",1300,245.0125,"86321-32-6",NA,NA,"187488",162993,497,"Xenobiotics","Benzoate Metabolism"
"M.15749","M.15749","3-phenylpropionate (hydrocinnamate)",100000010,15749,"LC/MS Neg",2860,149.0608,"501-52-0","C05629","HMDB00764","107",10181339,498,"Xenobiotics","Benzoate Metabolism"
"M.569","M.569","caffeine",849,569,"LC/MS Pos;LC/MS Pos Early",2819,195.0877,"58-08-2","C07481","HMDB01847","2519",2424,499,"Xenobiotics","Xanthine Metabolism"
"M.18254","M.18254","paraxanthine",100000453,18254,"LC/MS Pos;LC/MS Pos Early",2443.3,181.072,"611-59-6","C13747","HMDB01860","4687",4525,500,"Xenobiotics","Xanthine Metabolism"
"M.18392","M.18392","theobromine",100000445,18392,"LC/MS Pos;LC/MS Pos Early",2151,181.072,"83-67-0","C07480","HMDB02825","5429",5236,501,"Xenobiotics","Xanthine Metabolism"
"M.18394","M.18394","theophylline",100000437,18394,"LC/MS Pos;LC/MS Pos Early",2531.8,181.072,"58-55-9","C07130","HMDB01889","2153",2068,502,"Xenobiotics","Xanthine Metabolism"
"M.34395","M.34395","1-methylurate",100001400,34395,"LC/MS Pos;LC/MS Neg",1860.5,183.0513,"708-79-2","C16359","HMDB03099","69726",62926,503,"Xenobiotics","Xanthine Metabolism"
"M.39598","M.39598","7-methylurate",100002241,39598,"LC/MS Neg;LC/MS Pos",1138,181.0367,"612-37-3","C16355","HMDB11107","69160",62375,504,"Xenobiotics","Xanthine Metabolism"
"M.32391","M.32391","1,3-dimethylurate",100001106,32391,"LC/MS Neg;LC/MS Pos",1671.4,195.0524,"944-73-0",NA,"HMDB01857","70346",63527,505,"Xenobiotics","Xanthine Metabolism"
"M.34400","M.34400","1,7-dimethylurate",100001399,34400,"LC/MS Pos;LC/MS Neg",2446.4,197.0669,"33868-03-0","C16356","HMDB11103","91611",82720,506,"Xenobiotics","Xanthine Metabolism"
"M.34404","M.34404","1,3,7-trimethylurate",100001397,34404,"LC/MS Neg",1985,209.068,"5415-44-1","C16361","HMDB02123","79437",71754,507,"Xenobiotics","Xanthine Metabolism"
"M.34390","M.34390","7-methylxanthine",100001396,34390,"LC/MS Pos;LC/MS Pos Early",1813.9,167.0564,"552-62-5","C16353","HMDB01991","68374",61660,508,"Xenobiotics","Xanthine Metabolism"
"M.34424","M.34424","5-acetylamino-6-amino-3-methyluracil",100001403,34424,"LC/MS Neg;LC/MS Pos;LC/MS Polar",985,197.068,"1196153-01-1","C16366","HMDB04400","88299",79659,509,"Xenobiotics","Xanthine Metabolism"
"M.34401","M.34401","5-acetylamino-6-formylamino-3-methyluracil",100001402,34401,"LC/MS Pos;LC/MS Polar",1570,227.0775,"85438-96-6","C16365","HMDB11105","108214",97287,510,"Xenobiotics","Xanthine Metabolism"
"M.553","M.553","cotinine",848,553,"LC/MS Pos;LC/MS Pos Early",1525.2,177.1022,"486-56-6",NA,"HMDB01046","854019",746405,511,"Xenobiotics","Tobacco Metabolite"
"M.38661","M.38661","hydroxycotinine",100002717,38661,"LC/MS Pos;LC/MS Pos Early",1275,193.0972,"34834-67-8",NA,"HMDB01390","10219774",8395266,512,"Xenobiotics","Tobacco Metabolite"
"M.47674","M.47674","2-hydroxyfluorene sulfate",NA,47674,"LC/MS Neg",4397,261.0228,NA,NA,NA,NA,NA,513,"Xenobiotics","Tobacco Metabolite"
"M.43400","M.43400","2-piperidinone",100004295,43400,"LC/MS Pos",2047,100.0757,"675-20-7",NA,"HMDB11749","12665",12144,514,"Xenobiotics","Food Component/Plant"
"M.15667","M.15667","2-isopropylmalate",100000409,15667,"LC/MS Neg;LC/MS Polar",725,175.0612,"3237-44-3","C02504","HMDB00402","77",76,515,"Xenobiotics","Food Component/Plant"
"M.48040","M.48040","3-hydroxyindolin-2-one sulfate",NA,48040,"LC/MS Neg",2055,227.9975,NA,NA,NA,NA,NA,516,"Xenobiotics","Food Component/Plant"
"M.587","M.587","gluconate",338,587,"GC/MS;LC/MS Polar",1879.4,333,"527-07-1","C00257","HMDB00625","10690",10240,517,"Xenobiotics","Food Component/Plant"
"M.45404","M.45404","N-acetylalliin",100005367,45404,"LC/MS Neg",1467,218.0493,NA,NA,NA,NA,NA,518,"Xenobiotics","Food Component/Plant"
"M.38637","M.38637","cinnamoylglycine",100002253,38637,"LC/MS Neg",3127,204.0666,"16534-24-0",NA,"HMDB11621","709625",618829,519,"Xenobiotics","Food Component/Plant"
"M.40481","M.40481","dihydroferulic acid",100003432,40481,"LC/MS Neg",1928,195.0663,"1135-23-5",NA,NA,"14340",13701,520,"Xenobiotics","Food Component/Plant"
"M.20699","M.20699","erythritol",100000846,20699,"GC/MS;LC/MS Polar",1517.5,217,"149-32-6","C00503","HMDB02994","222285",13835932,521,"Xenobiotics","Food Component/Plant"
"M.47114","M.47114","ferulic acid 4-sulfate",100005389,47114,"LC/MS Neg",1200,273.0074,"86321-29-1",NA,"HMDB29200","6305574",4878542,522,"Xenobiotics","Food Component/Plant"
"M.33009","M.33009","homostachydrine*",100001550,33009,"LC/MS Pos;LC/MS Pos Early",1211,158.1176,"1195-94-4","C08283","HMDB33433","441447",390180,523,"Xenobiotics","Food Component/Plant"
"M.1584","M.1584","methyl indole-3-acetate",1104,1584,"LC/MS Pos;LC/MS Neg",4350,190.0863,"1912-33-0",NA,"HMDB29738","74706",67279,524,"Xenobiotics","Food Component/Plant"
"M.31536","M.31536","N-(2-furoyl)glycine",100001086,31536,"LC/MS Neg",1525,168.0302,"5657-19-2;5657-19-2",NA,"HMDB00439","21863",20549,525,"Xenobiotics","Food Component/Plant"
"M.33935","M.33935","piperine",100001267,33935,"LC/MS Pos;LC/MS Pos Late",5135,286.1438,"94-62-2","C03882","HMDB29377","638024",553590,526,"Xenobiotics","Food Component/Plant"
"M.18335","M.18335","quinate",100000442,18335,"GC/MS;LC/MS Polar",1793,345.1,"77-95-2","C00296","HMDB03072","6508",10246715,527,"Xenobiotics","Food Component/Plant"
"M.21151","M.21151","saccharin",100000870,21151,"LC/MS Neg",2000,181.9917,"81-07-2","D01085","HMDB29723","5143",4959,528,"Xenobiotics","Food Component/Plant"
"M.34384","M.34384","stachydrine",100001296,34384,"LC/MS Pos;LC/MS Pos Early",838.7,144.1019,"4136-37-2","C10172","HMDB04827","115244",103115,529,"Xenobiotics","Food Component/Plant"
"M.15336","M.15336","tartarate",100000295,15336,"LC/MS Neg",615.3,149.0092,"87-69-4;6106-24-7","C00898","HMDB00956","444305",852,530,"Xenobiotics","Food Component/Plant"
"M.22206","M.22206","theanine",100000784,22206,"LC/MS Pos",1200,175.1077,"3081-61-6","C01047","HMDB34365","439378",388498,531,"Xenobiotics","Food Component/Plant"
"M.36095","M.36095","thymol sulfate",100001757,36095,"LC/MS Neg",4410,229.054,"89-83-8","C09908","HMDB01878",NA,10709958,532,"Xenobiotics","Food Component/Plant"
"M.37181","M.37181","4-allylphenol sulfate",100001868,37181,"LC/MS Neg",3805,213.0227,NA,NA,NA,NA,NA,533,"Xenobiotics","Food Component/Plant"
"M.46144","M.46144","methyl glucopyranoside (alpha + beta)",100005864,46144,"LC/MS Neg",1070,193.0718,NA,NA,NA,NA,NA,534,"Xenobiotics","Food Component/Plant"
"M.47663","M.47663","4-vinylguaiacol sulfate",NA,47663,"LC/MS Neg",3342,229.0177,NA,NA,NA,NA,NA,535,"Xenobiotics","Food Component/Plant"
"M.46309","M.46309","pyrraline",NA,46309,"LC/MS Pos",2299,255.1339,NA,NA,NA,NA,NA,536,"Xenobiotics","Food Component/Plant"
"M.47986","M.47986","eugenol sulfate",NA,47986,"LC/MS Neg",3785,243.0336,NA,NA,NA,NA,NA,537,"Xenobiotics","Food Component/Plant"
"M.20693","M.20693","tartronate (hydroxymalonate)",100000840,20693,"LC/MS Neg",610,118.9986,"80-69-3","C02287","HMDB35227","45",44,538,"Xenobiotics","Bacterial/Fungal"
"M.46944","M.46944","epsilon-caprolactam",NA,46944,"LC/MS Pos",2648,114.0913,NA,NA,NA,NA,NA,539,"Xenobiotics","Bacterial/Fungal"
"M.47101","M.47101","N-methylpipecolate",100005383,47101,"LC/MS Pos",1129,144.1019,"41447-17-0",NA,NA,"11286529",9461516,540,"Xenobiotics","Bacterial/Fungal"
"M.12032","M.12032","4-acetamidophenol",1383,12032,"LC/MS Neg;LC/MS Pos",2173.7,150.0561,"103-90-2","C06804","HMDB01859","1983",1906,541,"Xenobiotics","Drug - Analgesics, Anesthetics"
"M.45721","M.45721","3-(N-acetyl-L-cystein-S-yl) acetaminophen",2048,45721,"LC/MS Neg;LC/MS Pos",2094,311.0707,"52372-86-8",NA,NA,"83967",75765,542,"Xenobiotics","Drug - Analgesics, Anesthetics"
"M.37475","M.37475","4-acetaminophen sulfate",2049,37475,"LC/MS Neg;LC/MS Pos",1792,230.0129,"10066-90-7;32113-41-0","C06804","HMDB59911","83939",75741,543,"Xenobiotics","Drug - Analgesics, Anesthetics"
"M.15736","M.15736","4-acetamidophenylglucuronide",100000043,15736,"LC/MS Neg",1400,326.0881,"120595-80-4",NA,"HMDB10316","83944",3239926,544,"Xenobiotics","Drug - Analgesics, Anesthetics"
"M.33173","M.33173","2-hydroxyacetaminophen sulfate*",100001791,33173,"LC/MS Neg",1674,246.0078,NA,NA,NA,"86290013",34448632,545,"Xenobiotics","Drug - Analgesics, Anesthetics"
"M.47031","M.47031","2-methoxyacetaminophen sulfate*",100001793,47031,"LC/MS Neg",1949,260.0234,NA,NA,NA,"86290014",34448633,546,"Xenobiotics","Drug - Analgesics, Anesthetics"
"M.33161","M.33161","2-methoxyacetaminophen glucuronide*",100001795,33161,"LC/MS Pos;LC/MS Neg",2059.2,375.1398,NA,NA,NA,"14367271",52083351,547,"Xenobiotics","Drug - Analgesics, Anesthetics"
"M.34365","M.34365","3-(cystein-S-yl)acetaminophen*",100001797,34365,"LC/MS Pos;LC/MS Pos Early",1963,271.0747,NA,NA,NA,"5233914",4403253,548,"Xenobiotics","Drug - Analgesics, Anesthetics"
"M.46982","M.46982","3-(methylthio)acetaminophen sulfate",NA,46982,"LC/MS Neg",2285,276.0016,NA,NA,NA,NA,NA,549,"Xenobiotics","Drug - Analgesics, Anesthetics"
"M.17799","M.17799","ibuprofen",1487,17799,"LC/MS Pos;LC/MS Neg",5300,224.1645,"15687-27-1","D00126","HMDB01925","3672",3544,550,"Xenobiotics","Drug - Analgesics, Anesthetics"
"M.43333","M.43333","carboxyibuprofen",100004171,43333,"LC/MS Neg;LC/MS Pos",1920,235.0976,"15935-54-3",NA,"HMDB60564","10444113",8619532,551,"Xenobiotics","Drug - Analgesics, Anesthetics"
"M.33384","M.33384","salicyluric glucuronide*",100001332,33384,"LC/MS Neg",1463,370.078,NA,NA,NA,NA,21403117,552,"Xenobiotics","Drug - Analgesics, Anesthetics"
"M.39872","M.39872","streptomycin",100002993,39872,"LC/MS Pos",518.3,300.6454,"3810-74-0",NA,NA,"5999",5777,553,"Xenobiotics","Drug - Antibiotic"
"M.37468","M.37468","penicillin G",100002155,37468,"LC/MS Neg",3855,333.0915,"69-57-8","C05551","HMDB15186","5904",2259,554,"Xenobiotics","Drug - Antibiotic"
"M.47646","M.47646","sulfamethoxazole",NA,47646,"LC/MS Pos",3104,254.0591,NA,NA,NA,NA,NA,555,"Xenobiotics","Drug - Antibiotic"
"M.39767","M.39767","quinine",100002968,39767,"LC/MS Pos;LC/MS Pos Early",2855,325.1911,"130-95-0",NA,NA,"2728270",2010267,556,"Xenobiotics","Drug - Antibiotic"
"M.39586","M.39586","pseudoephedrine",100002738,39586,"LC/MS Pos",2312,166.1226,"90-82-4","C02765","HMDB01943","7028",6761,557,"Xenobiotics","Drug - Respiratory"
"M.1515","M.1515","salicylate",501,1515,"LC/MS Neg;LC/MS Polar",2195,137.0244,"69-72-7","C00805","HMDB01895","338",331,558,"Xenobiotics","Drug - Topical Agents"
"M.35322","M.35322","hydroquinone sulfate",100001604,35322,"LC/MS Neg",1395,188.9863,"123-31-9","C00530","HMDB02434","161220",141624,559,"Xenobiotics","Drug - Topical Agents"
"M.38002","M.38002","1,2-propanediol",100001176,38002,"GC/MS",1041,117,"57-55-6","C00583","HMDB01881","1030",13835224,560,"Xenobiotics","Chemical"
"M.46960","M.46960","sulfate*",100002528,46960,"LC/MS Neg",616,96.9601,"14808-79-8","C00059","HMDB01448","1118",1086,561,"Xenobiotics","Chemical"
"M.45413","M.45413","O-sulfo-L-tyrosine",100005384,45413,"LC/MS Pos;LC/MS Neg",1574,262.038,NA,NA,NA,"514186",448617,562,"Xenobiotics","Chemical"
"M.39603","M.39603","ethyl glucuronide",100002849,39603,"LC/MS Pos",1592.9,159.0288,"17685-04-0",NA,"HMDB10325","152226",134174,563,"Xenobiotics","Chemical"
"M.43266","M.43266","2-aminophenol sulfate",100004322,43266,"LC/MS Neg",1677,188.0023,NA,NA,"HMDB61116","181670",158022,564,"Xenobiotics","Chemical"
"M.1554","M.1554","2-ethylhexanoate",1121,1554,"LC/MS Neg;GC/MS",3895.4,143.1078,"123-66-0;149-57-5",NA,"HMDB31230","8697",8373,565,"Xenobiotics","Chemical"
"M.22030","M.22030","2-hydroxyisobutyrate",100000748,22030,"GC/MS",1107.5,130.9,"594-61-6",NA,"HMDB00729","11671",11181,566,"Xenobiotics","Chemical"
"M.43424","M.43424","dimethyl sulfone",100004284,43424,"LC/MS Pos",1035,95.0161,"67-71-0","C11142","HMDB04983","6213",5978,567,"Xenobiotics","Chemical"
"M.27728","M.27728","glycerol 2-phosphate",100001029,27728,"GC/MS",1691.8,243,"819-83-0","C02979","HMDB02520","2526",2431,568,"Xenobiotics","Chemical"
"M.15737","M.15737","glycolate (hydroxyacetate)",203,15737,"GC/MS",1119,177,"79-14-1","C00160","HMDB00115","757",737,569,"Xenobiotics","Chemical"
"M.21248","M.21248","HEPES",100000843,21248,"LC/MS Neg",1022,237.0915,"7365-45-9",NA,NA,"23831",22278,570,"Xenobiotics","Chemical"
"M.47676","M.47676","methylnaphthyl sulfate (1)*",NA,47676,"LC/MS Neg",4142,237.023,NA,NA,NA,NA,NA,571,"Xenobiotics","Chemical"
"M.46362","M.46362","methylnaphthyl sulfate (2)*",NA,46362,"LC/MS Neg",4186.6,237.0232,NA,NA,NA,NA,NA,572,"Xenobiotics","Chemical"
"M.36817","M.36817","phenol red",100001724,36817,"LC/MS Neg",3665.9,353.0489,"143-74-8","C12600",NA,"4766",4602,573,"Xenobiotics","Chemical"
"M.43265","M.43265","benzoylcarnitine*",100004555,43265,"LC/MS Pos",2629.9,266.1387,"105450-08-6",NA,NA,NA,28689447,574,"Xenobiotics","Chemical"
"M.46403","M.46403","perfluorooctanesulfonate (PFOS)",NA,46403,"LC/MS Neg",5217,498.9304,NA,NA,NA,NA,NA,575,"Xenobiotics","Chemical"
"M.47668","M.47668","1,2,3-benzenetriol sulfate (2)",NA,47668,"LC/MS Neg",1686,204.9814,NA,NA,NA,NA,NA,576,"Xenobiotics","Chemical"
"M.46317","M.46317","3-hydroxypyridine sulfate",NA,46317,"LC/MS Neg",1579,173.9868,NA,NA,NA,NA,NA,577,"Xenobiotics","Chemical"
"M.46987","M.46987","6-hydroxyindole sulfate",NA,46987,"LC/MS Neg",2485,212.0031,NA,NA,NA,NA,NA,578,"Xenobiotics","Chemical"
"M.46622","M.46622","thioproline",NA,46622,"LC/MS Pos",832,134.0269,NA,NA,NA,NA,NA,579,"Xenobiotics","Chemical"
"M.47696","M.47696","3-S-cysteinyl-2-methylpropanoate*",NA,47696,"LC/MS Pos",1585,208.0636,NA,NA,NA,NA,NA,580,"Xenobiotics","Chemical"
"M.46590","M.46590","X - 07765",NA,46590,"LC/MS Neg",3698,245.0484,NA,NA,NA,NA,NA,581,NA,NA
"M.46355","M.46355","X - 09789",NA,46355,"LC/MS Neg",2580.5,153.0197,NA,NA,NA,NA,NA,582,NA,NA
"M.47478","M.47478","X - 10458",NA,47478,"LC/MS Neg",3634,231.1239,NA,NA,NA,NA,NA,583,NA,NA
"M.32578","M.32578","X - 11261",NA,32578,"LC/MS Pos;LC/MS Pos Late",3730,286.2008,NA,NA,NA,NA,NA,584,NA,NA
"M.46592","M.46592","X - 11299",NA,46592,"LC/MS Neg",4886,507.2222,NA,NA,NA,NA,NA,585,NA,NA
"M.46390","M.46390","X - 11308",NA,46390,"LC/MS Neg",5163,365.2704,NA,NA,NA,NA,NA,586,NA,NA
"M.46609","M.46609","X - 11315",NA,46609,"LC/MS Pos",1210,130.0863,NA,NA,NA,NA,NA,587,NA,NA
"M.46594","M.46594","X - 11372",NA,46594,"LC/MS Neg",5319,467.373,NA,NA,NA,NA,NA,588,NA,NA
"M.46595","M.46595","X - 11378",NA,46595,"LC/MS Neg",5343,445.3306,NA,NA,NA,NA,NA,589,NA,NA
"M.46598","M.46598","X - 11438",NA,46598,"LC/MS Neg",3121,241.1441,NA,NA,NA,NA,NA,590,NA,NA
"M.46599","M.46599","X - 11440",NA,46599,"LC/MS Neg",3515,246.0744,NA,NA,NA,NA,NA,591,NA,NA
"M.46360","M.46360","X - 11441",NA,46360,"LC/MS Neg",3755.8,331.1308,NA,NA,NA,NA,NA,592,NA,NA
"M.46443","M.46443","X - 11442",NA,46443,"LC/MS Neg",3890,331.1304,NA,NA,NA,NA,NA,593,NA,NA
"M.46460","M.46460","X - 11444",NA,46460,"LC/MS Neg",3972,541.2652,NA,NA,NA,NA,NA,594,NA,NA
"M.46601","M.46601","X - 11470",NA,46601,"LC/MS Neg",4151,525.2706,NA,NA,NA,NA,NA,595,NA,NA
"M.46602","M.46602","X - 11478",NA,46602,"LC/MS Neg",4285,165.0921,NA,NA,NA,NA,NA,596,NA,NA
"M.47650","M.47650","X - 11483",NA,47650,"LC/MS Neg",4449,505.2082,NA,NA,NA,NA,NA,597,NA,NA
"M.47651","M.47651","X - 11491",NA,47651,"LC/MS Neg",4819,567.3188,NA,NA,NA,NA,NA,598,NA,NA
"M.46670","M.46670","3,4-methylene heptanoyl carnitine",NA,46670,"LC/MS Pos",3790,286.201,NA,NA,NA,NA,NA,599,"Lipid","Fatty Acid Metabolism(Acyl Carnitine)"
"M.46914","M.46914","X - 11522",NA,46914,"LC/MS Neg",4760,313.1197,NA,NA,NA,NA,NA,600,NA,NA
"M.46603","M.46603","X - 11530",NA,46603,"LC/MS Neg",4892,313.1196,NA,NA,NA,NA,NA,601,NA,NA
"M.47652","M.47652","X - 11549",NA,47652,"LC/MS Neg",5100,339.2546,NA,NA,NA,NA,NA,602,NA,NA
"M.46260","M.46260","X - 11564",NA,46260,"LC/MS Neg",1157.1,177.023,NA,NA,NA,NA,NA,603,NA,NA
"M.47493","M.47493","X - 11632",NA,47493,"LC/MS Neg",3377,229.1082,NA,NA,NA,NA,NA,604,NA,NA
"M.47604","M.47604","X - 11672",NA,47604,"LC/MS Pos",4511,181.1221,NA,NA,NA,NA,NA,605,NA,NA
"M.47607","M.47607","X - 11677",NA,47607,"LC/MS Pos",1885,267.0969,NA,NA,NA,NA,NA,606,NA,NA
"M.33132","M.33132","X - 11787",NA,33132,"LC/MS Pos;LC/MS Pos Early",1113,148.0968,NA,NA,NA,NA,NA,607,NA,NA
"M.33140","M.33140","X - 11795",NA,33140,"LC/MS Pos;LC/MS Pos Early",1478.6,148.0968,NA,NA,NA,NA,NA,608,NA,NA
"M.46466","M.46466","X - 11843",NA,46466,"LC/MS Neg",2674.6,230.013,NA,NA,NA,NA,NA,609,NA,NA
"M.46488","M.46488","X - 11847",NA,46488,"LC/MS Neg",3087,259.0098,NA,NA,NA,NA,NA,610,NA,NA
"M.46507","M.46507","X - 11850",NA,46507,"LC/MS Neg",3176,226.0182,NA,NA,NA,NA,NA,611,NA,NA
"M.46608","M.46608","X - 11880",NA,46608,"LC/MS Neg",5341,537.4157,NA,NA,NA,NA,NA,612,NA,NA
"M.46610","M.46610","X - 12007",NA,46610,"LC/MS Neg",1357,222.992,NA,NA,NA,NA,NA,613,NA,NA
"M.46611","M.46611","X - 12013",NA,46611,"LC/MS Neg",2066,242.0132,NA,NA,NA,NA,NA,614,NA,NA
"M.47905","M.47905","X - 12026",NA,47905,"LC/MS Neg",1652,180.0531,NA,NA,NA,NA,NA,615,NA,NA
"M.47510","M.47510","X - 12027",NA,47510,"LC/MS Neg",2706,242.013,NA,NA,NA,NA,NA,616,NA,NA
"M.33408","M.33408","X - 12056",NA,33408,"LC/MS Pos",1127.5,156.0767,NA,NA,NA,NA,NA,617,NA,NA
"M.46588","M.46588","X - 12063",NA,46588,"LC/MS Neg",4800,427.2144,NA,NA,NA,NA,NA,618,NA,NA
"M.47687","M.47687","X - 12100",NA,47687,"LC/MS Pos;LC/MS Pos Early",1790,221.0919,NA,NA,NA,NA,NA,619,NA,NA
"M.46932","M.46932","X - 12104",NA,46932,"LC/MS Pos",1750,271.0919,NA,NA,NA,NA,NA,620,NA,NA
"M.47690","M.47690","X - 12112",NA,47690,"LC/MS Pos",1240,142.0862,NA,NA,NA,NA,NA,621,NA,NA
"M.47643","M.47643","X - 12125",NA,47643,"LC/MS Pos",1560,245.1605,NA,NA,NA,NA,NA,622,NA,NA
"M.47702","M.47702","X - 12127",NA,47702,"LC/MS Pos;LC/MS Pos Early",1219,226.0817,NA,NA,NA,NA,NA,623,NA,NA
"M.47703","M.47703","X - 12170",NA,47703,"LC/MS Pos",2529,181.0608,NA,NA,NA,NA,NA,624,NA,NA
"M.46985","M.46985","X - 12193",NA,46985,"LC/MS Neg",2360,201.114,NA,NA,NA,NA,NA,625,NA,NA
"M.46612","M.46612","X - 12206",NA,46612,"LC/MS Neg",622,254.9816,NA,NA,NA,NA,NA,626,NA,NA
"M.46358","M.46358","X - 12212",NA,46358,"LC/MS Neg",3597.7,229.0179,NA,NA,NA,NA,NA,627,NA,NA
"M.46613","M.46613","X - 12216",NA,46613,"LC/MS Neg",1691,227.9974,NA,NA,NA,NA,NA,628,NA,NA
"M.47707","M.47707","X - 12225",NA,47707,"LC/MS Pos",1017,143.118,NA,NA,NA,NA,NA,629,NA,NA
"M.46614","M.46614","X - 12230",NA,46614,"LC/MS Neg",3346,217.0177,NA,NA,NA,NA,NA,630,NA,NA
"M.47657","M.47657","X - 12261",NA,47657,"LC/MS Neg",1853,258.008,NA,NA,NA,NA,NA,631,NA,NA
"M.47708","M.47708","X - 12283",NA,47708,"LC/MS Pos",3566,245.0917,NA,NA,NA,NA,NA,632,NA,NA
"M.47921","M.47921","X - 12410",NA,47921,"LC/MS Neg",2086,274.0394,NA,NA,NA,NA,NA,633,NA,NA
"M.46618","M.46618","X - 12442",NA,46618,"LC/MS Neg",5315,223.1705,NA,NA,NA,NA,NA,634,NA,NA
"M.47639","M.47639","X - 12456",NA,47639,"LC/MS Neg",4342,427.2165,NA,NA,NA,NA,NA,635,NA,NA
"M.46620","M.46620","X - 12462",NA,46620,"LC/MS Pos",1275,148.0427,NA,NA,NA,NA,NA,636,NA,NA
"M.47922","M.47922","X - 12543",NA,47922,"LC/MS Neg",1409,181.051,NA,NA,NA,NA,NA,637,NA,NA
"M.34112","M.34112","X - 12544_1",NA,34112,"LC/MS Pos",4351.1,211.0962,NA,NA,NA,NA,NA,638,NA,NA
"M.46510","M.46510","X - 12544_2",NA,46510,"LC/MS Neg",3166.9,209.0822,NA,NA,NA,NA,NA,639,NA,NA
"M.47437","M.47437","X - 12680",NA,47437,"LC/MS Pos;LC/MS Pos Early",785,229.1293,NA,NA,NA,NA,NA,640,NA,NA
"M.47720","M.47720","X - 12690",NA,47720,"LC/MS Pos",1431,346.1237,NA,NA,NA,NA,NA,641,NA,NA
"M.46318","M.46318","X - 12714",NA,46318,"LC/MS Neg",1617,303.0726,NA,NA,NA,NA,NA,642,NA,NA
"M.47936","M.47936","X - 12726",NA,47936,"LC/MS Neg",1942,233.0129,NA,NA,NA,NA,NA,643,NA,NA
"M.46626","M.46626","X - 12739",NA,46626,"LC/MS Neg",2406,241.1195,NA,NA,NA,NA,NA,644,NA,NA
"M.46997","M.46997","X - 12822",NA,46997,"LC/MS Neg",2790,389.0928,NA,NA,NA,NA,NA,645,NA,NA
"M.46633","M.46633","X - 12844",NA,46633,"LC/MS Neg",4185,539.2494,NA,NA,NA,NA,NA,646,NA,NA
"M.46634","M.46634","X - 12846",NA,46634,"LC/MS Neg",4228,481.2435,NA,NA,NA,NA,NA,647,NA,NA
"M.46636","M.46636","X - 12849",NA,46636,"LC/MS Neg",4696,331.1762,NA,NA,NA,NA,NA,648,NA,NA
"M.46639","M.46639","X - 12851",NA,46639,"LC/MS Neg",4844,311.6658,NA,NA,NA,NA,NA,649,NA,NA
"M.47955","M.47955","X - 12906",NA,47955,"LC/MS Neg",793,158.0462,NA,NA,NA,NA,NA,650,NA,NA
"M.46733","M.46733","X - 13435",NA,46733,"LC/MS Pos",4650,314.2319,NA,NA,NA,NA,NA,651,NA,NA
"M.47439","M.47439","X - 13507",NA,47439,"LC/MS Pos",1460,158.0925,NA,NA,NA,NA,NA,652,NA,NA
"M.47959","M.47959","X - 13553",NA,47959,"LC/MS Neg",1407,263.0234,NA,NA,NA,NA,NA,653,NA,NA
"M.47664","M.47664","X - 13658",NA,47664,"LC/MS Neg",4643,253.0832,NA,NA,NA,NA,NA,654,NA,NA
"M.47441","M.47441","X - 13737",NA,47441,"LC/MS Pos;LC/MS Pos Early",933,129.1024,NA,NA,NA,NA,NA,655,NA,NA
"M.46417","M.46417","X - 13866",NA,46417,"LC/MS Neg",2417.8,253.1083,NA,NA,NA,NA,NA,656,NA,NA
"M.47442","M.47442","X - 13871",NA,47442,"LC/MS Pos",987,192.0324,NA,NA,NA,NA,NA,657,NA,NA
"M.46632","M.46632","X - 14056",NA,46632,"LC/MS Pos;LC/MS Pos Early",923,192.0325,NA,NA,NA,NA,NA,658,NA,NA
